post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:pos_product_visibility,attribute:Size,attribute_data:Size,attribute:lemon,attribute_data:lemon
"RHODIVIT 100 GRAM - Multivitamin Untuk Meningkatkan Pertumbuhan Pada Unggas dan Ternak",rhodivit-100-gram-multivitamin-untuk-meningkatkan-pertumbuhan-pada-unggas-dan-ternak,,184,"<strong>RHODIVIT 100 GRAM</strong>

Rhodivit merupakan Multivitamin KONSENTRASI TINGGI (13 Vitamin MICROVIT), untuk pertumbuhan, produksi dan reproduksi yang optimal serta daya tahan tubuh hewan yang kuat. Multivitamin ini dalam bentuk MICROVIT yang sangat tinggi kelarutannya sehingga dosis tinggi hanya perlu sedikit saja penggunaannya.

<strong>KOMPOSISI (setiap kg) :</strong>
<ul>
 	<li>Vitamin A : 60.000.000 IU</li>
 	<li>Vitamin D3: 12.000.000 IU</li>
 	<li>Vitamin E: 120.000mg</li>
 	<li>Vitamin B2: 24.000mg</li>
 	<li>Vitamin B1: 2.100mg</li>
 	<li>Vitamin B6: 4.200mg</li>
 	<li>Vitamin B12: 42mg</li>
 	<li>Vitamin K3: 6.000mg</li>
 	<li>Ca-d-panthotenate: 30.000mg</li>
 	<li>Nico.tinic acid: 60.000mg</li>
 	<li>Folic Acid: 3.000 mg</li>
 	<li>Biotin: 105mg</li>
 	<li>Vitamin C: 150.000mg</li>
</ul>
<strong>KEGUNAAN</strong>
<ul>
 	<li>Mempercepat pertumbuhan.</li>
 	<li>Meningkatkan daya tahan tubuh.</li>
 	<li>Meningkatkan kualitas daging.</li>
 	<li>Tingkatkan produksi susu.</li>
 	<li>Mencegah defisiensi vitamin.</li>
 	<li>Mengurangi stress akibat sakit, keletihan dan pasca vaksinasi.</li>
 	<li>Meningkatkan reproduksi dan daya tetas telur unggas.</li>
</ul>
<strong>DOSIS</strong>
<ul>
 	<li>Untuk unggas 1gr/12lt air minum, diberikan 5 hari berturut-turut setiap bulan.</li>
 	<li>Untuk sapi, domba, babi 10 gr lewat pakan atau air minum, 5 hari berturut tiap bulan</li>
</ul>
<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:22:01",1,open,TTS00067,,,no,no,,68500,,250,7,18,6,,,outofstock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Rhodivit-100-Gram-_-Rhomindo.png ! alt :  ! title : Rhodivit-100-Gram-_-Rhomindo.png ! desc :  ! caption : ",,http://localhost:8000/product/rhodivit-100-gram-multivitamin-untuk-meningkatkan-pertumbuhan-pada-unggas-dan-ternak/,0,,,simple,outofstock,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"TRYPONIL 1 SACHET - Untuk Surra, Babesiosis Dan Theileriosis Hewan Ternak & Peliharaan.",tryponil-1-sachet-untuk-surra-babesiosis-dan-theileriosis-hewan-ternak-peliharaan,,185,"<strong>TRYPONIL</strong>

Mengobati penyakit parasit darag Trypanosomiasis (Surra), dan Piroplasmosis (Babesiosis dan Theileriosis)

<strong>ZAT AKTIF</strong>

Termasuk obat kelompok Diamidin Aromatik yang aktif terhadap parasit dara.h Trypanosoma (Surra) dan Piroplasma (Babesia dan Theileria). Bekerja dengan cara mengganggu proses glikolisis aerob yang berguna dalam sintesis DNA parasit.

<strong>Phenazone</strong>

Kelompok obat antipiretik, anti-inflamasi dan analgesik untuk terapi simtomatis sebagai penurun panas, anti radang serta mengurangi rasa sakit akibat penyakit parasit darah dan reaksi post injeksi.

<strong>INDIKASI</strong>

Pengobatan parasit dara.h Trypanosomiasis (Surra) dan Piroplasmosis (Babesiosis dan Theileriosis) pada sapi, kerbau, kuda, kambing, domba, babi, anjing dan kucing.

<strong>DOSIS</strong>

Pemberian secara subkutan atau intramuskular.

<strong>Cara melarutkan obat :</strong> 1 sachet dilarutkan dalam 15 ml aqua pro injeksi.

Suntikan 1 ml larutan obat per 20 kg berat badan.

<strong>Kemasan</strong>

1 Sachet (2,36 gram)

<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:22:02",1,open,TTS00068,,,no,no,,102700,,2,1,12,8,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Tryponil-1-Sachet-_-TMC.png ! alt :  ! title : Tryponil-1-Sachet-_-TMC.png ! desc :  ! caption : ",,http://localhost:8000/product/tryponil-1-sachet-untuk-surra-babesiosis-dan-theileriosis-hewan-ternak-peliharaan/,0,,,simple,,"Obat Ternak",,,,,,,
"TRYPONIL 1 BOX (ISI 10 SACHET) - Untuk Surra, Babesiosis Dan Theileriosis Hewan Ternak & Peliharaan.",tryponil-1-box-isi-10-sachet-untuk-surra-babesiosis-dan-theileriosis-hewan-ternak-peliharaan,,186,"<strong>TRYPONIL 1 BOX (ISI 10 SACHET)</strong>

<strong>INDIKASI</strong>

Untuk Surra, Babesiosis Dan Theileriosis pada sapi, kerbau, kuda, kambing, domba, babi, anjing dan kucing.

<strong>DOSIS</strong>

<strong>Cara melarutkan :</strong> 1 sachet dilarutkan dalam 15 ml aqua pro inj.

1 ml larutan per 20 kg berat badan.

<strong>Kemasan</strong>

1 BOX (ISI 10 SACHET)",,Published,,0,"2026-07-02 17:22:02",1,open,TTS00068X10,,,no,no,,1009000,,35,5,12,5,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Tryponil-1-Box_-TMC.png ! alt :  ! title : Tryponil-1-Box_-TMC.png ! desc :  ! caption : ",,http://localhost:8000/product/tryponil-1-box-isi-10-sachet-untuk-surra-babesiosis-dan-theileriosis-hewan-ternak-peliharaan/,0,,,simple,,Uncategorized,,,,,,,
"KIT MILK 100 GRAM - Cocok Untuk Susu Kucing Segala Jenis Usia.",kit-milk-100-gram-cocok-untuk-susu-kucing-segala-jenis-usia,,192,"<strong>KITMILK 100 GRAM</strong>

FORMULA UNTUK KUCING DAN ANJING

<strong>INDIKASI:</strong>
<ul>
 	<li>Menambah berat badan</li>
 	<li>Membantu meningkatkan daya tahan tubuh</li>
 	<li>Menambah nafsu makan</li>
 	<li>Pemulihan dan pemeliharaan kesehatan</li>
 	<li>Mencegah stress</li>
</ul>
<strong>Baik digunakan:</strong>
<ul>
 	<li>Untuk hewan disegala usia ( terutama baru lahir )</li>
 	<li>Untuk pemeliharaan dan stamina</li>
</ul>
Kemasan 100 gram",,Published,,0,"2026-07-02 17:22:40",1,open,TTS00069,,,no,no,,7500,,100,5,14,4,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Kit-Milk-100-Gram.png ! alt :  ! title : Kit-Milk-100-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/kit-milk-100-gram-cocok-untuk-susu-kucing-segala-jenis-usia/,0,,,simple,,"Susu Anabul",,,,,,,
"Sodium Humate | Asam Humat | Humate Acid Kemasan 25kg - Untuk Meningkatkan pH Tanah",sodium-humate-asam-humat-humate-acid-kemasan-25kg-untuk-meningkatkan-ph-tanah,,193,"<strong>ASAM HUMAT 85% 25KG</strong>

Asam Humate asli tanpa campuran apapun. Di jamin Kualitas dan Kemurnian nya 85%.

<strong>Ciri"" asam humate asli dan kualitas tinggi:</strong>
<ul>
 	<li>Larut di air walau pun gak di aduk.</li>
 	<li>Tidak ada sisa bubuk yang mengambang.</li>
</ul>
<strong>Type :</strong> Powder.

<strong>Colour :</strong> Black.

<strong>Content of sodium humate (as dry basis) :</strong> 85% Mininum

<strong>Content of humic acid :</strong> 50% min.

<strong>Moisture :</strong> 20% max

<strong>Classification :</strong> Organic Fertilizer.

<strong>PH Value :</strong> 9-10.

<strong>WAJIB PAKAI</strong> untuk system Organik mau pun Non Organik

Banyak penelitian telah menunjukkan bahwa zat sodium humate yang terkandung dalam pupuk sodium humate, memiliki efek positif pada tanaman tanaman. Humates mengandung garam organik, yang mengaktifkan merangsang perkembangan tanaman dan meningkatkan kekebalannya. Sodium humate mengurangi permintaan tanaman akan pupuk nitrogen hingga 50%, dan juga meningkatkan hasil panen hingga 15-20%. Pupuk organik ini mengembalikan sifat kimia dan fisik tanah, yang pada gilirannya meningkatkan ketahanan tanaman terhadap radionuklida dan nitrat

<strong>KARAKTERISTIK ASAM HUMAT :</strong>

Memiliki warna coklat tua,abu abu,hingga hitam dan larut dalam air.

<strong>Fisik :</strong> powder

<strong>Manfaat Untuk Pertanian:</strong>
<ul>
 	<li>Meningkatkan jumlah komponen aktif secara biologis pada tanaman</li>
 	<li>Tingkat kelangsungan hidup terbaik dan perkecambahan dalam pengobatan akar dan biji sebelum tanam</li>
 	<li>Akumulasi vitamin dan nutrisi dalam sayuran dan buah-buahan</li>
 	<li>Peningkatan hasil dan pematangan dipercepat.</li>
 	<li>Menstabilkan pH tanah,</li>
 	<li>Mengembalikan unsur hara, dan sebagai penyubur tanaman.</li>
</ul>
<strong>Bidang Peternakan:</strong>
<ul>
 	<li>Menyerap racun yang masuk dalam perut, menstabilkan keberadaan bakteri non pathogen dalam pencernaan.</li>
 	<li>Mengeringkan Kotoran dan menyerap amoniak</li>
 	<li>Meningkatkan proses pencernaan nutrisi pakan</li>
 	<li>Anti diare</li>
</ul>
<strong>Cara pakai:</strong>
<ul>
 	<li>Ambil 1 genggam ditambah npk 1 sendok makan campur dengan air 10 liter lalu kocorkan</li>
 	<li>Lakukan sebulan 1 kali</li>
</ul>
<strong>Dosis:</strong> 500gr - 1,5kg / ton pakan",,Published,,0,"2026-07-02 17:22:41",1,open,TTS00070,,,no,no,,240000,,25000,41,52,9,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Sodium-Humate-Kemasan-25kg.png ! alt :  ! title : Sodium-Humate-Kemasan-25kg.png ! desc :  ! caption : ",,http://localhost:8000/product/sodium-humate-asam-humat-humate-acid-kemasan-25kg-untuk-meningkatkan-ph-tanah/,0,,,simple,,Pupuk,,,,,,,
"VITAMIN C TERNAK 98% 1 KG - Meningkatkan Daya Tahan Tubuh Ternak Pada Ayam, Babi, Sapi",vitamin-c-ternak-98-1-kg-meningkatkan-daya-tahan-tubuh-ternak-pada-ayam-babi-sapi,,194,"<strong>VITAMIN C TERNAK 98% PURE 1KG</strong>

<strong>Grade :</strong> Pharma / Food Grade

<strong>Bentuk :</strong> Bubuk kristal keputihan yang larut dalam air dan memiliki sifat-sifat antioksidan.

<strong>Kadar :</strong> Vitamin C 97-98% (Konsentrasi Tinggi)

<strong>INDIKASI</strong>
<ul>
 	<li>Mengatasi stress</li>
 	<li>Meningkatkan daya tahan tubuh terhadap penyakit</li>
 	<li>Meningkatkan respon imun setelah vaksinasi</li>
 	<li>Memperbaiki kualitas kerabang telur, berat telur dan daya tetas telur pada unggas</li>
 	<li>Melengkapi kebutuhan vitamin C</li>
 	<li>Mencegah diare, kelemahan kaki pada anak babi.</li>
 	<li>Membantu meningkatkan penyerapan zat besi pada anak babi.</li>
</ul>
<strong>DOSIS DAN CARA PEMAKAIAN</strong>
<ul>
 	<li>Unggas : Larutkan 1 gram Vit C per 10-20 liter air minum atau 1 gram per 10kg pakan. Berikan Selama 3-5 hari berturut turut</li>
 	<li>Anak Sapi: Pencegahan. 1 gram per 100kg BB</li>
</ul>
Pengobatan 1 gram per 50kg BB
<ul>
 	<li>Anak Babi: 1 gram per 6 kg BB</li>
 	<li>Induk Babi: 1 gram per ekor per hari. Berikan sekali sehari selama 8-10 hari sebelum melahirkan</li>
 	<li>Ikan &amp; Udang: 1 gram per 8 kg pakan. Berikan Selama 3-5 hari berturut turut</li>
</ul>",,Published,,0,"2026-07-02 17:22:41",1,open,TTS00071,,,no,no,,110900,,1000,7,29,16,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Vitamin-C-Ternak-1-KG.png ! alt :  ! title : Vitamin-C-Ternak-1-KG.png ! desc :  ! caption : ",,http://localhost:8000/product/vitamin-c-ternak-98-1-kg-meningkatkan-daya-tahan-tubuh-ternak-pada-ayam-babi-sapi/,0,,,simple,,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"AMINOVIT 100 GRAM - Vitamin Untuk Meningkatkan Produksi Telur Pada Ayam Ternak.",aminovit-100-gram-vitamin-untuk-meningkatkan-produksi-telur-pada-ayam-ternak,,195,"<strong>AMINOVIT 100 GRAM</strong>

<strong>INDIKASI</strong>
<ul>
 	<li>Meningkatkan produksi telur dan memperpanjang masa bertelur pada ayam</li>
 	<li>Memperbesar telur, menguatkan dinding kerabang telur dan menambah kesuburan</li>
 	<li>Memperbaiki konversi ransum</li>
 	<li>Mencegah penyakit yang disebabkan oleh kekurangan vitamin dan mempertinggi daya tahan tubuh terhadap serangan penyakit</li>
 	<li>Mencegah lelah kandang pada ayam petelur</li>
</ul>
<strong>.ATURAN PAKAI</strong>

1 gram tiap 2 liter air minum",,Published,,0,"2026-07-02 17:22:42",1,open,TTS00072,,,no,no,,29550,,100,2,15,11,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Aminovit-100-Gram.png ! alt :  ! title : Aminovit-100-Gram.png ! desc :  ! caption : ",,http://localhost:8000/product/aminovit-100-gram-vitamin-untuk-meningkatkan-produksi-telur-pada-ayam-ternak/,0,,,simple,,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"AMINOVIT 100 GRAM 1 BOX (10 SACHET) - Vitamin Untuk Meningkatkan Produksi Telur Pada Ayam Unggas",aminovit-100-gram-1-box-10-sachet-vitamin-untuk-meningkatkan-produksi-telur-pada-ayam-unggas,,196,"<strong>AMINOVIT 100 GRAM 1 BOX (10 SACHET)</strong>

<strong>IINDIKASI</strong>
<ul>
 	<li>Meningkatkan produksi telur dan memperpanjang masa bertelur pada ayam</li>
 	<li>Memperbesar telur, menguatkan dinding kerabang telur dan menambah kesuburan</li>
 	<li>Memperbaiki konversi ransum</li>
 	<li>Mencegah penyakit yang disebabkan oleh kekurangan vitamin dan mempertinggi daya tahan tubuh terhadap serangan penyakit</li>
 	<li>Mencegah lelah kandang pada ayam petelur</li>
</ul>
<strong>ATURAN PAKAI</strong>

1 gram tiap 2 liter air minum

<strong>ISI</strong>

AMINOVIT 100 GRAM 1 BOX (10 SACHET)",,Published,,0,"2026-07-02 17:22:44",1,open,TTS00072X10,,,no,no,,287600,,1200,12,18,16,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Aminovit-1-Box.png ! alt :  ! title : Aminovit-1-Box.png ! desc :  ! caption : ",,http://localhost:8000/product/aminovit-100-gram-1-box-10-sachet-vitamin-untuk-meningkatkan-produksi-telur-pada-ayam-unggas/,0,,,simple,,"Vitamin & Suplemen Ternak & Unggas",,,,,,,
"OXIRHEIN LA 100 ML - AB Pernafasan dan Pencernaan Untuk Ternak",oxirhein-la-100-ml-ab-pernafasan-dan-pencernaan-untuk-ternak,,204,"<strong>Oxirhein la 100 ml</strong>

<strong>INDIKASI</strong>
<ul>
 	<li>Sapi, kambing, domba : Septicemia epizootica, Pneumonia, Anthrax, Mastitis Metritis, Enteritis , Foot root, Actinobacillosis, Actinomycosis dan infeksi bakteri pada saluran perkencingan.</li>
 	<li>Kuda : Strangles, Pneumonia, Anthrax, Enteritis dan infeksi bakteri pada saluran perkencingan.</li>
 	<li>Babi : Erysipelas, Enteritis, Swine Enzootic Pneumonia, Anthrax, Leptospirosis, Streptococcosis, Metritis, Septicemia epizootica.</li>
 	<li>Anjing, kucing : Pneumonia, Leptospirosis, Enteritis, Otitis.</li>
 	<li>Ayam : CRD kompleks, Infectious Coryza/Snot, Fowl Cholera, Colibacillosis,</li>
</ul>
Sinusitis, Sinovitis dan Enteritis.

<strong>DOSIS DAN CARA PEMAKAIAN</strong>

Injeksi intramuskular.

Umum : 1 ml per 10 kg berat badan.

Ayam : 0.2 ml per kg berat badan.

<strong>Kemasan :</strong>

100ml",,Published,,0,"2026-07-02 17:23:08",1,open,TTS00073,,,no,no,,94000,,250,7,13,7,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Oxirhein-La-100ml-_-Agrovet.png ! alt :  ! title : Oxirhein-La-100ml-_-Agrovet.png ! desc :  ! caption : ",,http://localhost:8000/product/oxirhein-la-100-ml-ab-pernafasan-dan-pencernaan-untuk-ternak/,0,,,simple,,"Antibiotik & Anti Inflamasi",,,,,,,
"MASAMIX SUPER 1 KG - Premix Untuk Meningkatkan Produksi Ayam Petelur",masamix-super-1-kg-premix-untuk-meningkatkan-produksi-ayam-petelur,,205,"<strong>MASAMIX Super 1 Kg</strong>

Masamix Super-Layer merupakan premix lengkap mengandung kombisi multivitamin, asam amino dan trace mineral super seimbang.

<strong>lNDlKASl :</strong>
<ul>
 	<li>+ Meningkatkan produksi telur dan mempeanjang masa produksi telur</li>
 	<li>+ Meningkatkan daya tahan tubuh dan meningkatkan reproduksi</li>
 	<li>+ Mencegah kekurangan vitamin, mineral dan asam amino</li>
 	<li>+ Memperbaiki mutu ransum dan konversi pakan</li>
</ul>
<strong>KANDUNGAN per 10 Kg :</strong>
<ul>
 	<li>Vitamin A 12.500.000 IU</li>
 	<li>Vitamin D3 2.500.000 IU</li>
 	<li>Vitamin E 10.000 mg</li>
 	<li>Vitamin K3 2.000 mg</li>
 	<li>Vitamin B1 2.000 mg</li>
 	<li>Vitamin B2 5.000 mg</li>
 	<li>Vitamin B6 500 mg</li>
 	<li>Vitamin B12 12.000 mg</li>
 	<li>Vitamin C 40.000 mg</li>
 	<li>Ca-d-pantothenate 6.000 mg</li>
 	<li>Niacin 40.000 mg</li>
 	<li>Choline 20.000 mg</li>
 	<li>DL-Methionine 100.000 mg</li>
 	<li>L-Lysine 100.000 mg</li>
 	<li>Manganese 120.000 mg</li>
 	<li>Ferros 20.000 mg</li>
 	<li>Iodida 200 mg</li>
 	<li>Cobalt 200 mg</li>
 	<li>Zinc 100.000 mg</li>
 	<li>Copper 4.000 mg</li>
 	<li>Antioxidant, carrier a.s.f 10 kg</li>
</ul>
<strong>ATURAN PAKAI dan DOSIS :</strong>

Layer : 2,5 - 5,0 kg/ton pakan

<strong>PERHATIAN :</strong>
<ul>
 	<li>+ Simpan obat ditempat sejuk dan terlindung dari sinar matahari.</li>
 	<li>+ Obat hanya untuk hewan</li>
</ul>
<strong>KEMASAN :</strong> Sachet 1 kg (1 karung isi 30 sachet @1kg)

<strong>Selamat Belanja!</strong>",,Published,,0,"2026-07-02 17:23:08",1,open,TTS00074,,,no,no,,31700,,1000,7,29,16,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Masamix-Super-1-Kg.png ! alt :  ! title : Masamix-Super-1-Kg.png ! desc :  ! caption : ",,http://localhost:8000/product/masamix-super-1-kg-premix-untuk-meningkatkan-produksi-ayam-petelur/,0,,,simple,,"Premix Ternak",,,,,,,
"ECER ZHANG PEI ZHEN 1 SACHET - 100% Ampuh Membasmi Lalat Dan Serangga Tabur.",ecer-zhang-pei-zhen-1-sachet-100-ampuh-membasmi-lalat-dan-serangga-tabur,,206,"<strong>ZHANG PEI ZHEN ORIGINAL</strong>

HARGA/SACHET

SANGAT AMPUH MEMBASMI LALAT ATAU SERANGGA SEPERTI SEMUT. TEKSTUR BUTIRAN SEPERTI GARAM WARNA MERAH MUDA

<strong>CARA PENGGUNAAN:</strong>
<ul>
 	<li>TABURKAN KE MEDIA ALAS SEPERTI KORAN / KARDUS / PIRING / WADAH TIDAK TERPAKAI</li>
 	<li>RATAKAN SEHINGGA JANGKAUAN LEBIH LEBAR</li>
 	<li>SEMPROTKAN SEDIKIT AIR AGAR BUTIRAN TIDAK MUDAH BERTEBARAN</li>
 	<li>TIDAK PERLU DICAMPUR DENGAN UMPAN LAIN</li>
</ul>
<strong>CARA KERJA:</strong>
<ul>
 	<li>ZHANG PEI ZHEN MENGANDUNG AROMA DAN BAHAN AKTIF YANG MENARIK LALAT UNTUK DATANG</li>
 	<li>SAAT LALAT DATANG DAN MEMAKAN INI DALAM HITUNGAN DETIK LALAT MATI DITEMPAT</li>
</ul>
GUNAKAN PELINDUNG TANGAN SAAT BERSENTUHAN LANGSUNG.

JAUHKAN DARI JANGKAUAN ANAK-ANAK

<strong>Kemasan :</strong>

1 sachet",,Published,,0,"2026-07-02 17:23:09",1,open,TTS00075,,,no,no,,1600,,20,3,9,11,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Zhang-Pei-Zhen-1-Sachet.png ! alt :  ! title : Zhang-Pei-Zhen-1-Sachet.png ! desc :  ! caption : ",,http://localhost:8000/product/ecer-zhang-pei-zhen-1-sachet-100-ampuh-membasmi-lalat-dan-serangga-tabur/,0,,,simple,,"Obat Lalat dan Kutu Ternak",,,,,,,
"ZHANG PEI ZHEN 1 BOX (25PCS) - 100% Ampuh Membasmi Lalat Dan Serangga Tabur",zhang-pei-zhen-1-box-25pcs-100-ampuh-membasmi-lalat-dan-serangga-tabur,,207,"<strong>ZHANG PEI ZHEN ORIGINAL</strong>

HARGA/25PCS/BOX

SANGAT AMPUH MEMBASMI LALAT ATAU SERANGGA SEPERTI SEMUT

TEKSTUR BUTIRAN SEPERTI GARAM WARNA MERAH MUDA

<strong>CARA PENGGUNAAN:</strong>
<ul>
 	<li>TABURKAN KE MEDIA ALAS SEPERTI KORAN / KARDUS / PIRING / WADAH TIDAK TERPAKAI</li>
 	<li>RATAKAN SEHINGGA JANGKAUAN LEBIH LEBAR</li>
 	<li>SEMPROTKAN SEDIKIT AIR AGAR BUTIRAN TIDAK MUDAH BERTEBARAN</li>
 	<li>TIDAK PERLU DICAMPUR DENGAN UMPAN LAIN</li>
</ul>
<strong>CARA KERJA:</strong>
<ul>
 	<li>ZHANG PEI ZHEN MENGANDUNG AROMA DAN BAHAN AKTIF YANG MENARIK LALAT UNTUK DATANG</li>
 	<li>SAAT LALAT DATANG DAN MEMAKAN INI DALAM HITUNGAN DETIK LALAT MATI DITEMPAT</li>
</ul>
GUNAKAN PELINDUNG TANGAN SAAT BERSENTUHAN LANGSUNG.

JAUHKAN DARI JANGKAUAN ANAK-ANAK

<strong>Kemasan :</strong>

1Box isi 25 Sachet",,Published,,0,"2026-07-02 17:23:09",1,open,TTS00075X25,,,no,no,,36000,,85,8,8,8,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Zhang-Pei-Zhen-1-Box.png ! alt :  ! title : Zhang-Pei-Zhen-1-Box.png ! desc :  ! caption : ",,http://localhost:8000/product/zhang-pei-zhen-1-box-25pcs-100-ampuh-membasmi-lalat-dan-serangga-tabur/,0,,,simple,,"Obat Lalat dan Kutu Ternak",,,,,,,
"VERM O KAPLET ( 1 STRIP ISI 10 KAPLET) - Ampuh Mencegah Cacing Untuk Kambing, Sapi, Kerbau Dan Kuda.",verm-o-kaplet-1-strip-isi-10-kaplet-ampuh-mencegah-cacing-untuk-kambing-sapi-kerbau-dan-kuda,,208,"<strong>VERM O KAPLET</strong>

<strong>DOSIS DAN CARA PEMAKAIAN</strong>

Domba, kambing, babi: 1 caplet dari VERM-O / 45 kg berat kebetulan cacing, dapat memberikan dosis ganda.

<strong>KEMASAN</strong>

1 strip 10 kaplet",,Published,,0,"2026-07-02 17:23:10",1,open,TTS00082,,,no,no,,31900,,100,5,15,5,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Verm-O-Kaplet-1-Strip-Isi-10-Kaplet-.png ! alt :  ! title : Verm-O-Kaplet-1-Strip-Isi-10-Kaplet-.png ! desc :  ! caption : ",,http://localhost:8000/product/verm-o-kaplet-1-strip-isi-10-kaplet-ampuh-mencegah-cacing-untuk-kambing-sapi-kerbau-dan-kuda/,0,,,simple,,"Obat Ternak",,,,,,,
"VERM O KAPLET 1 BOX (10 STRIP) - Ampuh Mencegah Cacing Untuk Kambing, Sapi, Kerbau Dan Kuda.",verm-o-kaplet-1-box-10-strip-ampuh-mencegah-cacing-untuk-kambing-sapi-kerbau-dan-kuda,,209,"<strong>VERM O KAPLET</strong>

<strong>DOSIS DAN CARA PEMAKAIAN</strong>

Domba, kambing, babi: 1 caplet dari VERM-O / 45 kg berat kebetulan cacing, dapat memberikan dosis ganda.

<strong>KEMASAN</strong>

1 BOX (10 STRIP)",,Published,,0,"2026-07-02 17:23:10",1,open,TTS00082X10,,,no,no,,317000,,90,6,22,7,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"http://localhost:8000/wp-content/uploads/2026/07/Verm-O-Kaplet-1-Box-Isi-10-Strip-.png ! alt :  ! title : Verm-O-Kaplet-1-Box-Isi-10-Strip-.png ! desc :  ! caption : ",,http://localhost:8000/product/verm-o-kaplet-1-box-10-strip-ampuh-mencegah-cacing-untuk-kambing-sapi-kerbau-dan-kuda/,0,,,simple,,"Obat Ternak",,,,,,,
